case_name,Eabs_kWh,Esigned_kWh,Qmean_W,h_eq_mean_W_m2K
Sharan_May_cooling_kepsilon,7.00101037100815,7.00101037100815,997.648088960731,19.4488162497354
Sharan_January_heating_kepsilon,14.0626536771937,-14.0626536771937,-1169.45260885392,20.7871909172629
