k_gap_eff_W_mK,Tout_final_degC,Q_last_day_W,Eta_Q_last_day
0.026,25.080087482165,652.20278694482,0.833924222870435
0.05,24.3729636209449,693.033880602633,0.832979961945505
0.1,23.9616972099738,717.068572262615,0.832532934582763
0.2,23.7485322347472,729.629209861879,0.832378207126745
0.5,23.6182307905992,737.345951865162,0.832320100144929
