case_name,quantity,RMSE_C,MAE_C,bias_C,max_abs_C
Sharan_May_cooling_corrected,Tmid_error_C,6.33584341861029,5.98044143648931,5.35961555090691,8.26423600416072
Sharan_May_cooling_corrected,Tout_error_C,7.57108858355262,6.96425858535141,6.91467287692223,9.52336396929156
Sharan_January_heating_corrected,Tmid_error_C,8.3268452987735,7.93897687138264,-7.67889148339346,10.0136045844947
Sharan_January_heating_corrected,Tout_error_C,8.59222701431506,8.15560685027305,-8.03309202863511,10.196756554938
