"case_name","quantity","RMSE_C","MAE_C","Bias_C","MaxAbs_C"
"Sharan_January_heating","T25","2.6237893845021","2.56994594500848","-2.56994594500848","3.6238990951403"
"Sharan_January_heating","Tout","0.914394834764109","0.372173153707121","-0.197394833821766","3.25125013599377"
"Sharan_May_cooling","T25","2.50800903956707","2.39012724544089","2.39012724544089","4.02901936596207"
"Sharan_May_cooling","Tout","1.23931587218734","0.561179903187081","0.396074217854701","3.4767717942229"
