case_name,Eabs_kWh,Esigned_kWh,Qmean_W,h_eq_mean_W_m2K
Sharan_May_cooling_corrected,2.15799348229337,2.15799348229337,309.429282328931,2.37037967047105
Sharan_January_heating_corrected,4.40009242850303,-4.40009242850303,-366.961671149624,2.35636584923652
