CFD_minus_MinaeiG_percent,CFD_minus_exp_percent,E_MinaeiG_kWh,E_kepsilon_CFD_kWh,E_literature_exp_kWh,MinaeiG_minus_exp_percent,case
-1.3609030584011417,-4.256240458733185,7.09760185168081,7.00101037100815,7.312236750000007,-2.9352837668883858,May
0.2804157423005771,-2.3350730717095036,14.023330052132751,14.0626536771937,14.398878000000003,-2.60817508049761,January
