case_name,quantity,RMSE_C,MAE_C,bias_C,max_abs_C
May_cooling_preconditioned,Tmid_error_C,4.91623645477083,4.60614512218237,4.60614512218237,6.48719471169499
May_cooling_preconditioned,Tout_error_C,7.96596239450033,7.70570894573858,7.70570894573858,9.827426916813
January_heating_preconditioned,Tmid_error_C,6.8128596004583,6.51375322263884,-6.51375322263884,8.08989175269023
January_heating_preconditioned,Tout_error_C,9.07776955530029,8.75577714384894,-8.75577714384894,10.7205156052144
